"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","Regulation"
"GO:0001501","skeletal system development","8/50","334/11202",0.0239520958083832,5.36622754491018,5.42427630855309,0.000103323203989763,0.0114688756428637,0.00909969270225629,"FST/MMP2/MYCN/COL1A1/CDH11/COL27A1/MSX2/COL2A1",8,"Downregulated"
"GO:0003007","heart morphogenesis","6/50","176/11202",0.0340909090909091,7.63772727272727,5.94297310188593,0.000123712908838378,0.0126758149671323,0.0100573085403831,"DLL1/SOX4/NRP1/MSX2/COL2A1/ELN",6,"Downregulated"
"GO:0006958","complement activation, classical pathway","3/50","23/11202",0.130434782608696,29.2226086956522,9.07186574984317,0.000139158338011401,0.0132399218736561,0.0105048850649208,"C2/C1QC/C1QB",3,"Downregulated"
"GO:0030947","regulation of vascular endothelial growth factor receptor signaling pathway","3/50","25/11202",0.12,26.8848,8.67539410526362,0.000179592486335976,0.0140715995176188,0.0111647589028681,"DLL1/VEGFC/NRP1",3,"Downregulated"
"GO:0048483","autonomic nervous system development","3/50","25/11202",0.12,26.8848,8.67539410526362,0.000179592486335976,0.0140715995176188,0.0111647589028681,"ACKR3/SOX4/NRP1",3,"Downregulated"
"GO:0060351","cartilage development involved in endochondral bone morphogenesis","3/50","25/11202",0.12,26.8848,8.67539410526362,0.000179592486335976,0.0140715995176188,0.0111647589028681,"COL1A1/COL27A1/COL2A1",3,"Downregulated"
"GO:0060349","bone morphogenesis","4/50","72/11202",0.0555555555555556,12.4466666666667,6.52431201864495,0.000288992755475215,0.0197636613159297,0.0156809830576841,"COL1A1/COL27A1/MSX2/COL2A1",4,"Downregulated"
"GO:0051216","cartilage development","5/50","133/11202",0.037593984962406,8.42255639097744,5.7658342405556,0.000302003056234412,0.0197636613159297,0.0156809830576841,"MYCN/COL1A1/COL27A1/MSX2/COL2A1",5,"Downregulated"
"GO:0002065","columnar/cuboidal epithelial cell differentiation","4/50","76/11202",0.0526315789473684,11.7915789473684,6.32061417758493,0.000355702676467266,0.0197636613159297,0.0156809830576841,"DLL1/FST/WDR72/SOX4",4,"Downregulated"
"GO:0003279","cardiac septum development","4/50","77/11202",0.051948051948052,11.6384415584416,6.27206261491618,0.000373966275244309,0.0197636613159297,0.0156809830576841,"SALL4/SOX4/NRP1/MSX2",4,"Downregulated"
"GO:0030198","extracellular matrix organization","6/50","216/11202",0.0277777777777778,6.22333333333333,5.19029258480514,0.000375331610453165,0.0197636613159297,0.0156809830576841,"MMP2/WDR72/COL1A1/COL27A1/COL2A1/ELN",6,"Downregulated"
"GO:0043062","extracellular structure organization","6/50","217/11202",0.0276497695852535,6.19465437788018,5.17396532858139,0.000384704053329342,0.0197636613159297,0.0156809830576841,"MMP2/WDR72/COL1A1/COL27A1/COL2A1/ELN",6,"Downregulated"
"GO:0045229","external encapsulating structure organization","6/50","217/11202",0.0276497695852535,6.19465437788018,5.17396532858139,0.000384704053329342,0.0197636613159297,0.0156809830576841,"MMP2/WDR72/COL1A1/COL27A1/COL2A1/ELN",6,"Downregulated"
"GO:0090287","regulation of cellular response to growth factor stimulus","6/50","219/11202",0.0273972602739726,6.13808219178082,5.14161593930329,0.000403999305580486,0.0197636613159297,0.0156809830576841,"DLL1/FST/VEGFC/NRP1/MSX2/NEO1",6,"Downregulated"
"GO:0046660","female sex differentiation","4/50","79/11202",0.0506329113924051,11.3437974683544,6.17759746274828,0.000412492774849636,0.0197636613159297,0.0156809830576841,"FST/MMP2/AXL/MERTK",4,"Downregulated"
"GO:0006956","complement activation","3/50","33/11202",0.0909090909090909,20.3672727272727,7.46028318454469,0.000415452339974499,0.0197636613159297,0.0156809830576841,"C2/C1QC/C1QB",3,"Downregulated"
"GO:0043277","apoptotic cell clearance","3/50","33/11202",0.0909090909090909,20.3672727272727,7.46028318454469,0.000415452339974499,0.0197636613159297,0.0156809830576841,"AXL/C2/MERTK",3,"Downregulated"
"GO:0030857","negative regulation of epithelial cell differentiation","3/50","34/11202",0.0882352941176471,19.7682352941176,7.33858308898042,0.000454229296402703,0.0208632214761517,0.0165534015821529,"DLL1/FST/MSX2",3,"Downregulated"
"GO:0042476","odontogenesis","4/50","82/11202",0.0487804878048781,10.9287804878049,6.0420937852837,0.000475488337450679,0.0211116821828101,0.0167505365193151,"FST/WDR72/COL1A1/MSX2",4,"Downregulated"
"GO:0002455","humoral immune response mediated by circulating immunoglobulin","3/50","36/11202",0.0833333333333333,18.67,7.11010490547616,0.000538586899031082,0.0228285737416644,0.0181127612111831,"C2/C1QC/C1QB",3,"Downregulated"
"GO:0007169","cell surface receptor protein tyrosine kinase signaling pathway","8/50","427/11202",0.0187353629976581,4.19747072599532,4.51075143077306,0.000548434204003949,0.0228285737416644,0.0181127612111831,"DLL1/MMP2/AFAP1L2/COL1A1/AXL/VEGFC/NRP1/MERTK",8,"Downregulated"
"GO:0045596","negative regulation of cell differentiation","8/50","429/11202",0.0186480186480186,4.1779020979021,4.49404948557309,0.000565658061024397,0.0228320162813484,0.0181154926082454,"DLL1/FST/MYCN/SOX4/VEGFC/C1QC/NRP1/MSX2",8,"Downregulated"
"GO:0061383","trabecula morphogenesis","3/50","37/11202",0.0810810810810811,18.1654054054054,7.00265263183169,0.000584273111890023,0.0228897583834562,0.0181613066358385,"MMP2/COL1A1/MSX2",3,"Downregulated"
"GO:0038063","collagen-activated tyrosine kinase receptor signaling pathway","3/50","38/11202",0.0789473684210526,17.6873684210526,6.89932747528883,0.000632366655844809,0.0233975662662579,0.018564214107257,"COL1A1/AXL/MERTK",3,"Downregulated"
"GO:0048012","hepatocyte growth factor receptor signaling pathway","3/50","38/11202",0.0789473684210526,17.6873684210526,6.89932747528883,0.000632366655844809,0.0233975662662579,0.018564214107257,"AXL/NRP1/MERTK",3,"Downregulated"
"GO:0035107","appendage morphogenesis","4/50","91/11202",0.043956043956044,9.84791208791209,5.67442606369381,0.000705483729545982,0.024729061256717,0.0196206555253232,"SALL4/MYCN/MSX2/COL2A1",4,"Downregulated"
"GO:0035108","limb morphogenesis","4/50","91/11202",0.043956043956044,9.84791208791209,5.67442606369381,0.000705483729545982,0.024729061256717,0.0196206555253232,"SALL4/MYCN/MSX2/COL2A1",4,"Downregulated"
"GO:0038065","collagen-activated signaling pathway","3/50","40/11202",0.075,16.803,6.70402379488298,0.000735978209237527,0.0248680572038564,0.0197309383852314,"COL1A1/AXL/MERTK",3,"Downregulated"
"GO:0045604","regulation of epidermal cell differentiation","3/50","41/11202",0.0731707317073171,16.3931707317073,6.61158340666055,0.000791595521110099,0.0248680572038564,0.0197309383852314,"DLL1/MYCN/MSX2",3,"Downregulated"
"GO:0031016","pancreas development","3/50","42/11202",0.0714285714285714,16.0028571428571,6.5223416227049,0.000849818782444144,0.0248680572038564,0.0197309383852314,"DLL1/ILDR2/SOX4",3,"Downregulated"
"GO:0021783","preganglionic parasympathetic fiber development","2/50","10/11202",0.2,44.808,9.27975683333328,0.00085880678031336,0.0248680572038564,0.0197309383852314,"ACKR3/NRP1",2,"Downregulated"
"GO:0045605","negative regulation of epidermal cell differentiation","2/50","10/11202",0.2,44.808,9.27975683333328,0.00085880678031336,0.0248680572038564,0.0197309383852314,"DLL1/MSX2",2,"Downregulated"
"GO:0045683","negative regulation of epidermis development","2/50","10/11202",0.2,44.808,9.27975683333328,0.00085880678031336,0.0248680572038564,0.0197309383852314,"DLL1/MSX2",2,"Downregulated"
"GO:0060837","blood vessel endothelial cell differentiation","2/50","10/11202",0.2,44.808,9.27975683333328,0.00085880678031336,0.0248680572038564,0.0197309383852314,"DLL1/NRP1",2,"Downregulated"
"GO:0072148","epithelial cell fate commitment","2/50","10/11202",0.2,44.808,9.27975683333328,0.00085880678031336,0.0248680572038564,0.0197309383852314,"DLL1/NRP1",2,"Downregulated"
"GO:0060350","endochondral bone morphogenesis","3/50","43/11202",0.0697674418604651,15.6306976744186,6.43611278010232,0.000910695741079046,0.0258095048322828,0.0204779064735356,"COL1A1/COL27A1/COL2A1",3,"Downregulated"
"GO:0045682","regulation of epidermis development","3/50","45/11202",0.0666666666666667,14.936,6.27202381088035,0.00104059800135941,0.0273363157562844,0.0216893164369445,"DLL1/MYCN/MSX2",3,"Downregulated"
"GO:0030540","female genitalia development","2/50","11/11202",0.181818181818182,40.7345454545455,8.82809838171923,0.0010466607384163,0.0273363157562844,0.0216893164369445,"AXL/MERTK",2,"Downregulated"
"GO:0048485","sympathetic nervous system development","2/50","11/11202",0.181818181818182,40.7345454545455,8.82809838171923,0.0010466607384163,0.0273363157562844,0.0216893164369445,"SOX4/NRP1",2,"Downregulated"
"GO:0048486","parasympathetic nervous system development","2/50","11/11202",0.181818181818182,40.7345454545455,8.82809838171923,0.0010466607384163,0.0273363157562844,0.0216893164369445,"ACKR3/NRP1",2,"Downregulated"
"GO:0003179","heart valve morphogenesis","3/50","46/11202",0.0652173913043478,14.6113043478261,6.19386062152026,0.00110971507814693,0.0284257785402252,0.0225537234505975,"CDH11/SOX4/ELN",3,"Downregulated"
"GO:0043588","skin development","5/50","181/11202",0.0276243093922652,6.18895027624309,4.7124343790867,0.00122554692156858,0.0297895564072056,0.0236357789100952,"RIPK4/DLL1/FST/COL1A1/MSX2",5,"Downregulated"
"GO:0030856","regulation of epithelial cell differentiation","4/50","106/11202",0.0377358490566038,8.45433962264151,5.16316381616682,0.00124851323868084,0.0297895564072056,0.0236357789100952,"DLL1/FST/MYCN/MSX2",4,"Downregulated"
"GO:0098743","cell aggregation","2/50","12/11202",0.166666666666667,37.34,8.43329948084983,0.00125241378288552,0.0297895564072056,0.0236357789100952,"MYCN/COL2A1",2,"Downregulated"
"GO:0098883","synapse pruning","2/50","12/11202",0.166666666666667,37.34,8.43329948084983,0.00125241378288552,0.0297895564072056,0.0236357789100952,"C1QC/C1QB",2,"Downregulated"
"GO:0045807","positive regulation of endocytosis","4/50","107/11202",0.0373831775700935,8.37532710280374,5.13270781667528,0.00129276738176032,0.0302099325000834,0.0239693158132478,"DLL1/AXL/C2/MERTK",4,"Downregulated"
"GO:0060411","cardiac septum morphogenesis","3/50","49/11202",0.0612244897959184,13.7167346938776,5.9733067813297,0.00133426542098337,0.0306420955301698,0.0243122047671017,"SOX4/NRP1/MSX2",3,"Downregulated"
"GO:0070166","enamel mineralization","2/50","13/11202",0.153846153846154,34.4676923076923,8.08423309555262,0.00147590882763094,0.0328840956999616,0.0260910637606776,"WDR72/MSX2",2,"Downregulated"
"GO:0003151","outflow tract morphogenesis","3/50","51/11202",0.0588235294117647,13.1788235294118,5.83674255681878,0.00149872998436295,0.0328840956999616,0.0260910637606776,"NRP1/MSX2/ELN",3,"Downregulated"
"GO:0071772","response to BMP","4/50","112/11202",0.0357142857142857,8.00142857142857,4.98616816047177,0.00153064109113936,0.0328840956999616,0.0260910637606776,"FST/MSX2/NEO1/COL2A1",4,"Downregulated"
"GO:0071773","cellular response to BMP stimulus","4/50","112/11202",0.0357142857142857,8.00142857142857,4.98616816047177,0.00153064109113936,0.0328840956999616,0.0260910637606776,"FST/MSX2/NEO1/COL2A1",4,"Downregulated"
"GO:0061448","connective tissue development","5/50","192/11202",0.0260416666666667,5.834375,4.5241220293107,0.00159182781896235,0.0336557881723468,0.026703343863629,"MYCN/COL1A1/COL27A1/MSX2/COL2A1",5,"Downregulated"
"GO:0003205","cardiac chamber development","4/50","114/11202",0.0350877192982456,7.86105263157895,4.93007570541731,0.00163380528578477,0.0339927748484997,0.0269707175184872,"SALL4/SOX4/NRP1/MSX2",4,"Downregulated"
"GO:0048598","embryonic morphogenesis","7/50","392/11202",0.0178571428571429,4.00071428571429,4.04941094906253,0.0016588065804448,0.0339927748484997,0.0269707175184872,"SALL4/DLL1/MMP2/MYCN/VEGFC/MSX2/COL2A1",7,"Downregulated"
"GO:0051797","regulation of hair follicle development","2/50","14/11202",0.142857142857143,32.0057142857143,7.7726041499522,0.00171698978374568,0.0341347819693916,0.027083389518942,"FST/MSX2",2,"Downregulated"
"GO:0055093","response to hyperoxia","2/50","14/11202",0.142857142857143,32.0057142857143,7.7726041499522,0.00171698978374568,0.0341347819693916,0.027083389518942,"MMP2/COL1A1",2,"Downregulated"
"GO:0048736","appendage development","4/50","119/11202",0.0336134453781513,7.53075630252101,4.79562607278776,0.00191274837233092,0.0360200293633263,0.0285791919399238,"SALL4/MYCN/MSX2/COL2A1",4,"Downregulated"
"GO:0060173","limb development","4/50","119/11202",0.0336134453781513,7.53075630252101,4.79562607278776,0.00191274837233092,0.0360200293633263,0.0285791919399238,"SALL4/MYCN/MSX2/COL2A1",4,"Downregulated"
"GO:0042475","odontogenesis of dentin-containing tooth","3/50","56/11202",0.0535714285714286,12.0021428571429,5.52648243832991,0.0019639724823048,0.0360200293633263,0.0285791919399238,"FST/WDR72/MSX2",3,"Downregulated"
"GO:0048013","ephrin receptor signaling pathway","3/50","56/11202",0.0535714285714286,12.0021428571429,5.52648243832991,0.0019639724823048,0.0360200293633263,0.0285791919399238,"MMP2/AXL/MERTK",3,"Downregulated"
"GO:0048706","embryonic skeletal system development","3/50","56/11202",0.0535714285714286,12.0021428571429,5.52648243832991,0.0019639724823048,0.0360200293633263,0.0285791919399238,"MYCN/COL1A1/COL2A1",3,"Downregulated"
"GO:0045662","negative regulation of myoblast differentiation","2/50","15/11202",0.133333333333333,29.872,7.49208506919168,0.00197550155401914,0.0360200293633263,0.0285791919399238,"DLL1/SOX4",2,"Downregulated"
"GO:0001503","ossification","6/50","298/11202",0.0201342281879195,4.51087248322148,4.11308123396535,0.00200111274240701,0.0360200293633263,0.0285791919399238,"MMP2/COL1A1/CDH11/VEGFC/MSX2/COL2A1",6,"Downregulated"
"GO:0060326","cell chemotaxis","5/50","206/11202",0.0242718446601942,5.4378640776699,4.30454509187184,0.00216772351760036,0.0384987696725824,0.0305458864795897,"ACKR3/MMP2/PLEKHG5/VEGFC/NRP1",5,"Downregulated"
"GO:0003170","heart valve development","3/50","59/11202",0.0508474576271186,11.3918644067797,5.35865049780929,0.00228176296095763,0.039990898210468,0.0317297785706574,"CDH11/SOX4/ELN",3,"Downregulated"
"GO:0048678","response to axon injury","3/50","61/11202",0.0491803278688525,11.0183606557377,5.25335213544076,0.00251034238553684,0.0428971792722236,0.0340356946335644,"MMP2/AXL/NEO1",3,"Downregulated"
"GO:0003148","outflow tract septum morphogenesis","2/50","17/11202",0.117647058823529,26.3576470588235,7.00571457915253,0.0025442020739532,0.0428971792722236,0.0340356946335644,"NRP1/MSX2",2,"Downregulated"
"GO:0097186","amelogenesis","2/50","17/11202",0.117647058823529,26.3576470588235,7.00571457915253,0.0025442020739532,0.0428971792722236,0.0340356946335644,"WDR72/MSX2",2,"Downregulated"
"GO:0001780","neutrophil homeostasis","2/50","18/11202",0.111111111111111,24.8933333333333,6.79284078902949,0.00285408553867798,0.0457188492645002,0.0362744781583359,"AXL/MERTK",2,"Downregulated"
"GO:0006929","substrate-dependent cell migration","2/50","18/11202",0.111111111111111,24.8933333333333,6.79284078902949,0.00285408553867798,0.0457188492645002,0.0362744781583359,"VEGFC/NRP1",2,"Downregulated"
"GO:0042634","regulation of hair cycle","2/50","18/11202",0.111111111111111,24.8933333333333,6.79284078902949,0.00285408553867798,0.0457188492645002,0.0362744781583359,"FST/MSX2",2,"Downregulated"
"GO:0009749","response to glucose","4/50","133/11202",0.0300751879699248,6.73804511278195,4.45730759625447,0.00286672305455934,0.0457188492645002,0.0362744781583359,"COL6A2/COL1A1/ILDR2/SOX4",4,"Downregulated"
"GO:0060562","epithelial tube morphogenesis","5/50","220/11202",0.0227272727272727,5.09181818181818,4.10415702867024,0.00288317067433785,0.0457188492645002,0.0362744781583359,"SALL4/DLL1/MYCN/NRP1/MSX2",5,"Downregulated"
"GO:0030855","epithelial cell differentiation","7/50","438/11202",0.0159817351598174,3.58054794520548,3.68891937637077,0.00310376001682302,0.0486377452048031,0.0385904031813042,"DLL1/FST/MYCN/WDR72/SOX4/NRP1/MSX2",7,"Downregulated"
"GO:0036296","response to increased oxygen levels","2/50","19/11202",0.105263157894737,23.5831578947368,6.59658752960524,0.00318078923690841,0.0488387218454952,0.0387498630732394,"MMP2/COL1A1",2,"Downregulated"
"GO:0009746","response to hexose","4/50","137/11202",0.0291970802919708,6.54131386861314,4.36952617052751,0.0031899165169355,0.0488387218454952,0.0387498630732394,"COL6A2/COL1A1/ILDR2/SOX4",4,"Downregulated"
"GO:0048008","platelet-derived growth factor receptor signaling pathway","3/50","67/11202",0.0447761194029851,10.0316417910448,4.96473435056931,0.00327936335489793,0.0496376362355005,0.0393837417262861,"AXL/NRP1/MERTK",3,"Downregulated"
